UniqueID,IDname,IDyear,Title,CAname,CAinst1,CAcountry,CAinst2,CAcountry2,Caspecialty,Caquali,AuthorNum,InstitNum,AuthorOvNum,InstitOvNum,SpecialtyNum,JournalName(fullname),JournalLoc,JournalScop,JournalSubscribe,Article,Field,Level,Class,CatQuanti,DataCollect,Began,Completed,StudySitesNum,Setting,Setting.1,Condition_primary,Condition_secondary,SubjMeasure,ObjMeasure,Intervention
580,MY Tan,2004,The Relationship of Health Beliefs and Complication Prevention Behaviors of Chinese Individuals With Type 2 Diabetes Mellitus,MY Tan,"Damai Medical and Heart Clinic, 49N Jalan Ong Kim Wee, 75300 Melaka, Malaysia",malaysia,,,,not stated,1,1,0,0,1,Diabetes Research and Clinical Practice,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,etiologic,Cross-sectional,,,,,,(P) Psychological,"(T) Endocrine, metabolic and nutritional",Subjective- self-report,,No intervention
581,N Ahmad,2019,Understanding Myths in Pregnancy and Childbirth and the Potential Adverse Consequences: A Systematic Review.,Faiz Daud,Universiti Kebangsaan Malaysia,Malaysia,,,Public health,master (mmed),3,1,0,0,1,The Malaysian journal of medical sciences,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Public health,Secondary (review),qualitative,prevalence,Cross-sectional,15-Feb-18,26-Mar-18,4 search engines,,Community,"(W) Pregnancy, childbirth, family planning",NA,Subjective- self-report,,No intervention
582,N Ahmad,2017,An assessment of patient waiting and consultation time in a primary healthcare clinic.,Farnaza Ariffin,"Universiti Teknologi MARA, Selayang Campus, Jalan Prima Selayang 7, 68100 Batu Caves, Selangor",Malaysia,,,Family medicine,"master (non-mmed) eg. mrcp, etc.",3,1,0,0,1,Malaysian family physician,local - malaysia,General- multidiscplinary,1,medical/clinical audit project,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,28-Jul-15,24-Aug-15,1 primary care clinic,,Clinic,(A) General and unspecified,NA,Subjective- self-report,,No intervention
583,N Zulaily,2017,"SOCIODEMOGRAPHIC DETERMINANTS OF OBESITY AMONG 12 YEARS OLD SCHOOL ADOLESCENTS IN KUALA TERENGGANU AND BESUT DISTRICTS, MALAYSIA",Aryati A,"Faculty  of  Health  Sciences,  Universiti  Sultan  Zainal  Abidin,  Gong  Badak  Campus,  21300  Kuala  Nerus,  Terengganu, 
Malaysia.",Malaysia,,,Dietetic,phd (non-clinician),8,2,0,0,5,Malaysian Journal of Public Health Medicine,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Nov-14,Jun-15,2,university/college/teaching centre,,"(T) Endocrine, metabolic and nutritional",NA,Subjective- self-report,Objective- operator dependence,No intervention
584,N. A. C. Omar,2018,Tele diabetic retinopathy screening in Kuala Terengganu – A way forward,not stated,"Ophthalmology Department, Hospital Sultanah Nur Zahirah, Kuala Terengganu, Malaysia",Malaysia,,,eye,,4,1,0,0,1,Journal of Diabetes Investigation,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2014,2016,3 health  care centers in terengganu,,Clinic,(F) Eye,"(T) Endocrine, metabolic and nutritional",,Objective- operator dependence,No intervention
585,N. Ab Rahman,2019,Job satisfaction of public and private primary care physicians in Malaysia: analysis of findings from QUALICO-PC,N. Ab Rahman,"Institute for Clinical Research, National Institutes of Health (NIH), Ministry ofHealth Malaysia, Block B4, No. 1, Jalan Setia Murni U13/52, 40170 Shah Alam,Selango",Malaysia,,,Public health,not stated,6,4,0,1,3,Human resources for health,international - out of asia,General- multidiscplinary,1,research protocol,Health services,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Aug-15,Jun-16,220 public and 220 private,clinic,Clinic,(P) Psychological,NA,Subjective- self-report,,No intervention
586,NA Samad,2014,Malaysian private general practitioners' views and experiences on continuous professional development: A qualitative study,Abdul Samad N,"Department of Family Medicine, Cyberjaya University College of Medical Sciences, Cyberjaya",Malaysia,,,Family medicine,"master (non-mmed) eg. mrcp, etc.",5,5,0,0,1,Malaysian family physician,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",Qualitative (include case reports here),,Cross-sectional,2012,2012,17,clinic,,(A) General and unspecified,NA,Subjective- self-report,,No intervention
588,Nadiah AB,2017,Self-Perceived Stigma and its Effect on Quality of Life among Malaysians Living with Human Immunodeficiency Virus,Nadiah AB,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,master (mmed),4,3,0,0,1,Medicine & Health (Universiti Kebangsaan Malaysia),local - malaysia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2016,2016,1,clinic,,(P) Psychological,(A) General and unspecified,,Objective- non-operator-dependence eg. lab analyser,No intervention
589,Naing C,2019,"The validation of the Malay Yale Food Addiction Scale 2.0: factor structure, item analysis and model fit.",Yogarabindranath Swarna Nantha,"Primary Care Research Initiative and Methods Education Department (PRIMED), Seremban Primary Health Care Clinic, Jalan Rasah, 70300 Seremban",Malaysia,,,,not stated,8,2,0,0,1,Public health nutrition.,international - out of asia,General- multidiscplinary,1,research protocol,Public health,"Primary (include case reports, case series)",quantitative,psychometric study,Cross-sectional,Nov-17,Jun-18,1 clinic in seremban,,Clinic,(P) Psychological,NA,Subjective- self-report,,No intervention
590,Naing C,2013,Knowledge of medication use and factors influencing the utilisation of public health clinics,Naing C,International Medical University,Malaysia,,,Internal Medicine,phd (clinician),8,1,0,0,3,International Health,international - out of asia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2012,2012,1,clinic,,(A) General and unspecified,NA,Subjective- self-report,Objective- non-operator-dependence eg. lab analyser,No intervention
591,Naing NN,2001,Factors contributing to poor compliance with anti-TB treatment among tuberculosis patients,Nyi Nyi Naing,"Department of
Community  Medicine,  School  of  Medical  Sciences

Universiti  Sains  Malaysia,  16150  Kubang  Kerian
Kelantan,  Malaysia.",Malaysia,,,Public health,phd (clinician),6,3,1,1,2,The Southeast Asian journal of tropical medicine and public health,regional - within asia,General- multidiscplinary,2,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,1999,1999,1,clinic,,(R) Respiratory,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
592,Nantha YS,2019,"Therapeutic-diagnostic Evaluation of Chronic Cough Amongst Adults: Causes, Symptoms and Management at the Primary Care Level, Malaysia",Nantha YS,Seremban Health Clinic,Malaysia,,,Family medicine,"master (non-mmed) eg. mrcp, etc.",1,1,0,0,1,Journal of Family Medicine and Primary Care,international - out of asia,General- multidiscplinary,2,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2013,2013,1,clinic,,(R) Respiratory,NA,,Objective- operator dependence,No intervention
593,Nantha YS,2014,Anticoagulation Management of Atrial Fibrillation: The Relationship of Prevailing Adherence to a Dose Protocol and Recall Schedule on TTR in Primary Care,Nantha YS,Seremban Health Clinic,Malaysia,,,Family medicine,"master (non-mmed) eg. mrcp, etc.",1,1,0,0,1,Health Services Research And Managerial Epidemiology,international - out of asia,General- multidiscplinary,2,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2013,2013,1,clinic,,(K) Circulatory,NA,,Objective- non-operator-dependence eg. lab analyser,Drug
594,Nantha YS,2017,Silent Left Large Atrial Myxoma: A Patient with Serial Electrocardiogram Variation,Nantha YS,Seremban Health Clinic,Malaysia,,,Family medicine,"master (non-mmed) eg. mrcp, etc.",2,1,0,0,1,Korean Journal Of Family Medicine,regional - within asia,Specific- discpline-specific,1,case report/series,Clinical,"Primary (include case reports, case series)",Others,,,,,,,,,NA,,,No intervention
595,Nantha YS,2017,Epidemiology of latent tuberculosis infection among patients with and without diabetes mellitus,Nantha YS,Seremban Health Clinic,Malaysia,,,Family medicine,"master (non-mmed) eg. mrcp, etc.",7,1,0,0,1,Family Practice,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2014,2015,1,clinic,,(R) Respiratory,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
596,Nasir NH,2017,Effectiveness of a fluid chart in outpatient management of suspected dengue fever: A pilot study,Nasir NH,"Klinik Kesihatan Putrajaya Presint 18, Pejabat Kesihatan Putrajaya, Putrajaya",Malaysia,,,Family medicine,master (mmed),4,3,0,0,1,Plos One,international - out of asia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,interventional,Cross-sectional,2010,2010,1,clinic,,"(B) Blood, blood forming organs, lymphatics, spleen",NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
597,Nasir NM,2018,Physician-patient interaction satisfaction and its influence on medication adherence and type-2 diabetic control in a primary care setting,Nasir NM,"Universiti Teknologi MARA, Faculty of Medicine, Primary Care Department",Malaysia,,,Family medicine,master (mmed),3,3,0,0,1,The Medical journal of Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,,2016,2016,2,clinic,,"(T) Endocrine, metabolic and nutritional",NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
598,Nasreen HE,2018,Prevalence and determinants of antepartum depressive and anxiety symptoms in expectant mothers and fathers: results from a perinatal psychiatric morbidity cohort study in the east and west coasts of Malaysia,Nasreen HE,"Faculty of Medicine, International Islamic University Malaysia",Malaysia,,,Other biomedicals,phd (non-clinician),6,4,0,0,14,BMC psychiatry,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,,2016,2017,10,clinic,,(P) Psychological,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
599,Nazariah Aiza Harun,2016,Psychiatric Disorders Among New Child and Adolescent Attendees in an Outpatient Setting of a Sungai Petani Hospital:  A Registry from January 2014 to December 2014,Nazariah Aiza Harun,"Department of Psychiatry & Mental Health, Hospital Sultan Abdul Halim, Sungai Petani, Kedah",Malaysia,,,Psychiatry,master (mmed),3,1,0,0,14,Malaysian Journal of Psychiatry,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2014,2014,1,hospital,,(P) Psychological,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
600,NC Tan,2014,"Developing a Primary Care Research Agenda Through Collaborative Efforts - A Proposed ""6E"" Model",NC Tan,"SingHealth Polyclinics, Singapore, 167, Jalan Bukit Merah, #15-10, Connection One, Tower 5, Singapore, 538134 Singapore",singapore,,,,not stated,5,5,4,4,5,Asia Pacific Family Medicine,regional - within asia,General- multidiscplinary,1,research - original and reviews,Public health,Opinion,others,psychometric study,Cross-sectional,,,,,,(A) General and unspecified,NA,,,No intervention
601,NFA Rahman,2016,Breaking Bad News Workshop as Peer-Assisted Learning Project in Primary Care Clerkship,Nur Faraheen Abdul Rahman,"International Medical School, Management and Science University, University Drive off Persiaran Olahraga, Section 13, 40100 Shah Alam, Selangor",Malaysia,,,Family medicine,not stated,2,1,0,0,0,Education in Medicine Journal.,local - malaysia,General- multidiscplinary,1,research - original and reviews,Education,"Primary (include case reports, case series)",qualitative,prevalence,Cross-sectional,,2016,1 MSU,university/college/teaching centre,,(A) General and unspecified,NA,Subjective- self-report,,No intervention
602,NFA Rahman,2017,Assessment of Marital Dissatisfaction and Its Association with Sexual Dysfunction and Psychiatric Morbidities among Primary Health Attenders in Malaysia,Professor Dr Hatta Sidi,Universiti Kebangsaan Malaysia,Malaysia,,,Paediatric,master (mmed),6,3,0,0,2,International Medical Journal Malaysia,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Jan-16,Jul-16,1 clinic,clinic,,(P) Psychological,NA,Subjective- self-report,,No intervention
603,NFA Rahman,2018,A comparative analysis of reflection in a primary care outpatient setting in two learning environments,Abdul Rahman NF,Universiti Sains Malaysia,Malaysia,,,Family medicine,phd (non-clinician),2,2,1,1,2,Education in Medicine Journal,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Education,"Primary (include case reports, case series)",qualitative,prevalence,Cross-sectional,2017,2017,2,university/college/teaching centre,,(A) General and unspecified,NA,Subjective- self-report,,No intervention
